trajectory_id,family,dimension,rtol,decision_accepted_step,feature_value,target_attempt_index,target_accepted_steps_before,t_start,h,target_r_attempt_accepted,target_r_error_norm,committed_rjf_jvp_before_target,speculative_jvp_before_target,budget_reserve_jvp,budget_fraction,budget_admitted,prefix_succeeded,prefix_failure,actual_prefix_jvp_vectors,normalized_stage_growth_a34,rho2,rho3,rho4,stage_log_slope_s23,stage_log_slope_s34,stage_log_curvature_kappa234,remainder_chi23,remainder_chi34,remainder_chi24,remainder_q34_perp,remainder_delta_chi,quadratic_drift_zeta23,quadratic_drift_zeta34,quadratic_drift_relative,budget_breached,audit_full_e_completed,audit_full_e_total_error,audit_full_e_locally_admissible,audit_full_e_failure,audit_full_e_work,runtime_full_e_continued,unsafe
nonautonomous-stiff-forcing-n192,nonautonomous-stiff-forcing,192,1.5e-05,129,0.03698461450113788,137,130,0.7728442945071764,0.006991744117786465,True,0.1648262758474461,16086,136,80,0.25,True,True,,15,0.9727385808972614,295.6031441904817,1161.6861254738287,3661.2547985782985,1.9744868014766057,1.952976295947099,-0.02151050552950662,0.999926921603507,0.9998065682440306,0.9994957326733226,0.01966789506008813,-0.00012035335947646608,134.42786435590494,217.11082833721574,0.23520302515743194,False,True,0.6514636481926017,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 27, 'jvp_vectors': 27, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 144, 'orthogonalization_vector_updates': 144, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 24, 'phi_projected_exponentials': 24, 'phi_restarts': 0, 'phi_dense_oracle_calls': 24, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
nonautonomous-stiff-forcing-n192,nonautonomous-stiff-forcing,192,1.5e-05,156,0.044553649777997806,164,157,0.9755531484599705,0.007107669646111726,True,0.18465185393450106,19272,151,80,0.25,True,True,,14,0.9788012806391129,319.98744608457366,1262.2282187078285,4002.924734053359,1.9798855713693257,1.9635469119712923,-0.016338659398033473,0.9999405701046916,0.9998445255786963,0.999592867197895,0.017633056181833178,-9.604452599532021e-05,87.00645102323351,141.36930498517964,0.23804126546577675,False,True,0.7374556537170035,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 24, 'jvp_vectors': 24, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 112, 'orthogonalization_vector_updates': 112, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 21, 'phi_projected_exponentials': 24, 'phi_restarts': 0, 'phi_dense_oracle_calls': 24, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
robertson-ramped-n192,robertson-ramped,192,1.5e-05,7,0.2135597385340322,9,8,0.01426094313534028,0.004181987700566489,True,0.0006556654501176757,982,0,80,0.25,True,True,,17,1.1057961278163237,0.8011638098607032,3.4019848422683805,12.188561396123456,2.0862075546351266,2.171091927083545,0.08488437244841851,0.9999999794737336,0.9999999806915819,0.9999999208652218,0.00019651166845804902,1.2178482666769241e-09,0.815271517553518,1.483399411797934,0.29065834770569876,False,True,0.061415901010865664,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 29, 'jvp_vectors': 29, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 166, 'orthogonalization_vector_updates': 166, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 26, 'phi_projected_exponentials': 26, 'phi_restarts': 0, 'phi_dense_oracle_calls': 26, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
robertson-ramped-n192,robertson-ramped,192,1.5e-05,15,0.24541825633953707,18,16,0.05454960650733106,0.005233316078589802,True,0.0076571899454037935,2044,17,80,0.25,True,True,,21,0.8869334892141431,3.939370883552363,14.503669466034022,41.678680137574915,1.8803807968250414,1.795869333852593,-0.08451146297244838,0.9999999955337648,0.9999999917472938,0.9999999878064073,0.00012847339124959394,-3.786471025613025e-09,4.907508610982659,6.40343263381153,0.1322546011382884,False,True,0.0627504381916637,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 33, 'jvp_vectors': 33, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 210, 'orthogonalization_vector_updates': 210, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 30, 'phi_projected_exponentials': 30, 'phi_restarts': 0, 'phi_dense_oracle_calls': 30, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
rotating-nonnormal-n192,rotating-nonnormal,192,1.5e-05,7,0.1610799155134831,9,8,0.2141148647518695,0.021858430450087042,True,0.2210243789182189,1086,0,80,0.25,True,True,,19,0.991216999021944,5.778601464128997,22.995409946108,73.85074961131615,1.992553637963386,1.9849914953849739,-0.007562142578412034,0.9999919580228138,0.9999817216392588,0.9999500678379761,0.006046187838950104,-1.023638355501788e-05,0.45426003180624785,0.771695329228143,0.25892891985403244,False,True,0.05446694044266672,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 31, 'jvp_vectors': 31, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 188, 'orthogonalization_vector_updates': 188, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 28, 'phi_projected_exponentials': 28, 'phi_restarts': 0, 'phi_dense_oracle_calls': 28, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
rotating-nonnormal-n192,rotating-nonnormal,192,1.5e-05,41,0.34732012777514487,44,42,0.6493687005713555,0.00605468873597395,True,0.14509831593191747,6056,19,80,0.25,True,True,,21,0.9508705997975619,7.79518179631078,29.985786397986733,92.38083274040292,1.9436242345535284,1.9142932356017135,-0.0293309989518149,0.9999961350688142,0.9999966795889216,0.9999883390195585,0.0025769771306055544,5.445201073372985e-07,0.5429642818638111,0.8070814663711423,0.1956357292726098,False,True,0.20314021321183867,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 33, 'jvp_vectors': 33, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 210, 'orthogonalization_vector_updates': 210, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 30, 'phi_projected_exponentials': 30, 'phi_restarts': 0, 'phi_dense_oracle_calls': 30, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
rotating-nonnormal-n192,rotating-nonnormal,192,1.5e-05,65,0.015317369113328372,68,66,0.8200834052402238,0.007732742496480463,True,0.15236875819795673,9464,40,80,0.25,True,True,,23,0.9573556018897794,9.816372213913818,38.088766675289094,118.14496103194088,1.956103715018511,1.9258568128064044,-0.030246902212106574,0.9999874938328381,0.9999734895711733,0.9999306120317343,0.007281493998531279,-1.4004261664868345e-05,0.8018595717773832,0.9130923129524559,0.06486056090873676,False,True,0.15014912814469564,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 39, 'jvp_vectors': 39, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 300, 'orthogonalization_vector_updates': 300, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 36, 'phi_projected_exponentials': 36, 'phi_restarts': 0, 'phi_dense_oracle_calls': 36, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
rotating-nonnormal-n192,rotating-nonnormal,192,1.5e-05,89,0.14272194673536698,92,90,0.9953471146753865,0.004652885324613498,True,0.05250503946165288,12872,63,80,0.25,True,True,,21,0.9755214103148319,2.8721905302889192,11.30318754942856,35.72586472803998,1.976506316072998,1.9578364522405498,-0.018669863832448286,0.999993527880273,0.9999853299561238,0.9999606743027913,0.0054166292601836585,-8.197924149189184e-06,0.39239825842661114,0.5812453366349015,0.19395914394769828,False,True,0.034230773389199685,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 33, 'jvp_vectors': 33, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 210, 'orthogonalization_vector_updates': 210, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 30, 'phi_projected_exponentials': 30, 'phi_restarts': 0, 'phi_dense_oracle_calls': 30, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
semilinear-advection-diffusion-ramped-n192,semilinear-advection-diffusion-ramped,192,1.5e-05,10,0.05836116107091993,12,11,0.5958840864998669,0.033954249534325964,True,0.5869130671322647,7029,0,80,0.25,True,True,,67,0.9986198165730011,5.6250221146144135,22.488184772309985,72.76115612572401,1.9992365392960862,1.997650275448735,-0.0015862638473511659,0.9999766561468514,0.9999296892383948,0.9998312305255534,0.011858186185386402,-4.696690845662488e-05,1.0689582090146026,1.5503399598243728,0.18378272337858598,False,True,0.2715484795919209,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 207, 'jvp_vectors': 207, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 5268, 'orthogonalization_vector_updates': 5268, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 204, 'phi_projected_exponentials': 204, 'phi_restarts': 2, 'phi_dense_oracle_calls': 204, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
semilinear-advection-diffusion-ramped-n192,semilinear-advection-diffusion-ramped,192,1.5e-05,16,0.10338819675741986,18,17,0.7637118096940845,0.021240235744007786,True,0.11040373290938653,13002,67,80,0.25,True,True,,37,0.9996911979284875,1.252562860713569,5.004072782844963,16.208189147963733,1.998219765391063,1.9994745546656087,0.001254789274545809,0.9999968832081361,0.9999941581726456,0.999982719103043,0.003418131153408797,-2.725035490480643e-06,0.09389655100155117,0.13502035033603807,0.1796450986982418,False,True,0.01580347037695207,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 73, 'jvp_vectors': 73, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 1138, 'orthogonalization_vector_updates': 1138, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 70, 'phi_projected_exponentials': 70, 'phi_restarts': 0, 'phi_dense_oracle_calls': 70, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
van-der-pol-ramped-n192,van-der-pol-ramped,192,1.5e-05,4,0.30251420211033997,7,5,0.09039138489241941,0.02088181823716169,True,0.035583336594683324,994,0,80,0.25,True,True,,19,1.10108782915548,0.3527554971943324,1.501114371156796,5.355262396173662,2.089293430818231,2.163832615599739,0.074539184781508,0.9999988524350351,0.9999979025313501,0.9999936520846819,0.002048153534376995,-9.499036849325293e-07,0.40029373259780204,0.661671770294199,0.24612667453377568,False,True,0.007313504746766627,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 31, 'jvp_vectors': 31, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 188, 'orthogonalization_vector_updates': 188, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 28, 'phi_projected_exponentials': 28, 'phi_restarts': 0, 'phi_dense_oracle_calls': 28, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
van-der-pol-ramped-n192,van-der-pol-ramped,192,1.5e-05,16,1.0918675042638495,21,17,0.38182886643289105,0.014084793587605244,False,1.2911956961857034,2982,19,80,0.25,True,True,,21,1.0228487439221834,73.55348072417227,297.6273088209592,986.3458095096436,2.0166413871949582,2.038435068339001,0.021793681144042676,0.9999997655549177,0.999999673701697,0.9999988861032498,0.0008078344506254687,-9.185322069615864e-08,13.677559597698972,27.219004180532217,0.33111448326720333,False,True,1.209977557298443,False,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 33, 'jvp_vectors': 33, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 210, 'orthogonalization_vector_updates': 210, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 30, 'phi_projected_exponentials': 30, 'phi_restarts': 0, 'phi_dense_oracle_calls': 30, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,True
van-der-pol-ramped-n192,van-der-pol-ramped,192,1.5e-05,27,0.20843165267210081,34,28,0.4832651965236565,0.005955341376500431,True,0.2990012002671819,4828,40,80,0.25,True,True,,21,0.9800589597601683,16.696866519172122,65.63028589192115,208.40182109279579,1.9747843383738228,1.9657315361007455,-0.009052802273077365,0.9999999980626552,0.9999999996309773,0.9999999993840593,2.716699104742223e-05,1.568322138822964e-09,4.628750099367331,5.234949447717294,0.06145760477154176,False,True,0.33210148305187775,True,,"{'rhs_calls': 4, 'rhs_batch_calls': 0, 'rhs_evaluations': 4, 'ft_calls': 0, 'jacobian_builds': 0, 'jvp_calls': 33, 'jvp_vectors': 33, 'mass_matvecs': 0, 'nonlinear_solves': 0, 'nonlinear_iterations': 0, 'nonlinear_residual_evaluations': 0, 'nonlinear_jacobian_evaluations': 0, 'nonlinear_failures': 0, 'linear_solves': 0, 'linear_iterations': 0, 'linear_matvecs': 0, 'preconditioner_apps': 0, 'direct_factorizations': 0, 'direct_solve_calls': 0, 'recycle_projection_calls': 0, 'recycle_same_operator_uses': 0, 'recycle_cross_operator_refreshes': 0, 'recycle_refresh_matvecs': 0, 'recycle_updates': 0, 'recycle_vectors_selected': 0, 'recycle_dropped_vectors': 0, 'harmonic_ritz_solves': 0, 'orthogonalization_inner_products': 210, 'orthogonalization_vector_updates': 210, 'diagnostic_matvecs': 0, 'phi_actions': 5, 'phi_krylov_vectors': 30, 'phi_projected_exponentials': 30, 'phi_restarts': 0, 'phi_dense_oracle_calls': 30, 'block_linear_solves': 0, 'block_linear_iterations': 0, 'block_matvecs': 0, 'block_preconditioner_apps': 0, 'fast_attempts': 0, 'fast_accepts': 0, 'fallback_steps': 0, 'accepted_steps': 0, 'rejected_steps': 0}",False,False
