profile,dimension,recommendations,committed_rjf_jvp_vectors,prefix_jvp_vectors,continuation_jvp_vectors,total_speculative_jvp_vectors,realized_prefix_over_committed_rjf_jvp,realized_continuation_over_committed_rjf_jvp,realized_total_speculative_over_committed_rjf_jvp,calibration_repetitions,median_wall_ratio_shadow_over_rjf,mean_wall_ratio_shadow_over_rjf,minimum_wall_ratio_shadow_over_rjf,maximum_wall_ratio_shadow_over_rjf,median_absolute_deviation,rjf_first_median_wall_ratio,shadow_first_median_wall_ratio,order_median_absolute_gap,maximum_over_minimum_wall_ratio,rjf_only_wall_maximum_over_minimum,shadow_wall_maximum_over_minimum
calibration96,96,12,80451,487,156,643,0.006053374103491566,0.0019390685013237871,0.007992442604815353,1,0.9701681524140752,0.9735345900921762,0.8992592412357088,1.0696646575872903,0.02757969662539983,0.9646244619362198,0.9818603213884137,0.01723585945219397,1.189495318521743,1.1505453328385318,1.062650616902504
calibration192,192,13,67185,494,308,802,0.0073528317332737965,0.004584356627223339,0.011937188360497135,1,1.0210133354342796,1.0125467252895608,0.9494469893287524,1.0351712237966628,0.005392808728253762,1.016905197475331,1.0245779211161905,0.00767272364085958,1.0902885947624275,1.0778558929225157,1.032762894544691
calibration256,256,11,67139,450,172,622,0.006702512697537944,0.002561849297725614,0.009264361995263558,1,1.0245478174919398,1.0140423183003031,0.8700389663493419,1.0902437296685772,0.02587203292006457,1.0252098671326688,0.9986757845718752,0.026534082560793593,1.2530975873910661,1.2733883512758373,1.0528527371153935
holdout320,320,13,82996,623,186,809,0.007506385849920478,0.0022410718588847657,0.009747457708805243,1,1.0286786571313378,1.0280514971042949,0.9776820750994233,1.0711161424519218,0.022571223539526786,1.0376867745513807,1.0286786571313378,0.009008117420042927,1.0955669227575815,1.0728021084076589,1.0722452138250813
holdout384,384,15,91228,615,308,923,0.00674135133950103,0.003376156443197264,0.010117507782698295,1,1.0346595869700237,1.4402669607028675,0.5474364699343363,4.431604217025437,0.37039368472920065,1.2510885451740845,0.5653259076332517,0.6857626375408328,8.095193616817305,13.82492944330828,59.214273363533934
